#{"t_start": 1722449809.196346, "env_id": "None"}
r,l,t
-3795533650591027.0,48,165.142401
-4372699526525512.0,48,165.436
-179706256103567.78,48,165.722351
-456072748628744.2,48,165.99924
-1712434516262601.8,48,166.275648
-181411595824793.97,48,166.558542
-152023664700503.72,48,166.838076
-43880407999361.36,48,167.110994
-248473120382559.4,48,167.396757
-475376034582528.9,48,167.680813
-51812382100998.43,48,167.959391
-38886099032042.87,48,168.237413
-178775130241654.2,48,168.518589
-3152489922505025.0,48,168.800831
-130705792852819.3,48,169.095294
-995683753387895.8,48,169.369444
-242596678997934.97,48,169.64616
-792791758550671.4,48,169.924053
-62902833404874.23,48,170.215171
-217223078354224.3,48,170.500952
-546598357140773.3,48,170.788321
-50831942725402.46,48,171.085342
-583530195608941.0,48,171.380102
-41069465652816.59,48,171.672483
-157211248521909.44,48,171.953359
-173282248386479.7,48,172.251664
-344434710265151.5,48,172.529871
-229922824853980.44,48,172.80578
-382056085680945.25,48,173.086717
-144275440386094.44,48,173.366268
-69327228614837.83,48,173.646498
-350925243181505.1,48,173.923719
-87347512608773.03,48,174.203204
-46341113095336.1,48,174.476205
-2108407890629795.5,48,174.755184
-176068867564220.7,48,175.033258
-141321290745703.6,48,175.317622
-117890217114330.92,64,175.881149
-69844713966270.414,48,176.178483
-118884672117271.98,48,176.460917
-63852063574477.266,48,176.745059
-462640057768826.8,48,177.036654
-84349592320175.64,48,177.315409
-96268834202231.56,48,177.598768
-93750668668718.94,48,177.878814
-185166561078395.5,48,178.172566
-342035765936250.2,48,178.455144
-522510572724139.44,48,178.740004
-1639095215480156.5,48,179.060964
-92861922748831.36,48,179.340915
-125606874447279.97,48,179.615302
-179111887161857.94,48,179.891248
-187018204055564.97,48,180.179918
-3246735306667420.5,48,180.460698
-55931785774056.086,48,180.740879
-243855295908748.2,48,181.023426
-760000883974524.8,48,181.307422
-369890283164043.06,48,181.591634
-710514319680171.6,48,181.875453
-2449192587716181.0,48,182.160802
-328684258576814.8,48,182.440993
-143804416500380.6,48,182.734738
-3339979753994979.0,48,183.018227
-911545444273595.5,48,183.313869
-117087833586942.98,48,183.610146
-5989210798782562.0,48,183.89184
-95722424358757.36,48,184.168002
-67794909986641.695,48,184.453959
-419690919544906.06,48,184.741026
-53392517504822.445,48,185.026443
-133560371076838.94,48,185.312791
-196999822750942.34,48,185.601421
-456215095887725.1,48,185.879817
-208368200915948.1,48,186.165327
-7141227925261248.0,48,186.450813
-45181017799120.92,48,186.732491
-376597036700903.75,48,187.016228
-664920946532782.2,48,187.306128
-100403607443182.12,48,187.596033
-139424062493320.34,48,187.88497
-5537043647358992.0,48,188.167631
-232011911370989.5,48,188.454203
-1831069665733729.2,48,188.736428
-448403394304937.7,48,189.032542
-236113800245488.34,48,189.320223
-97629866511036.02,48,189.607832
-82110472453207.69,48,189.897825
-4748579482010642.0,48,190.186727
-74829665222415.72,48,190.478622
-1147342514802732.0,48,190.761817
-141303148716303.53,48,191.045893
-6024170390591583.0,48,191.330221
-132990587083636.94,48,191.623358
-669477308336894.4,48,191.91704
-710813725266780.5,48,192.196235
-1357221349504317.2,48,192.472407
-212130270731964.72,48,192.757978
-1721425753114101.5,48,193.036109
-59850003557132.34,48,193.315614
-86922140373806.5,48,193.608205
-225294373755905.8,48,193.89513
-63969006245560.086,48,194.174184
-113486727032861.75,48,194.456782
-491359782317609.9,48,194.735388
-186188680742113.1,48,195.0087
-3246558982646545.0,48,195.294254
-396716005997240.4,48,195.567202
-140910605124755.84,48,195.844816
-944634894435119.4,48,196.128648
-558178722341885.2,48,196.414877
-176025282313539.2,48,196.694266
-482200418168095.4,48,196.98816
-472775832521657.25,48,197.265524
-527928132633903.6,48,197.555297
-57593353814756.94,48,197.835221
-1269460532838441.8,48,198.116973
-442326262255582.94,48,198.39676
-471413124532708.3,48,198.68269
-138799104853474.4,48,198.974031
-98635699809044.4,48,199.251813
-1318242251662152.5,48,199.527917
-239536131896671.28,48,199.818873
-3261115082522209.0,48,200.097128
-83104821532373.77,48,200.384924
-365549898664925.75,48,200.660844
-5898283381348040.0,48,200.939463
-1085075762610479.6,48,201.221561
-524638730793270.5,48,201.505315
-730500885918612.2,48,201.791538
-571559734448807.4,48,202.103254
-125370670126597.88,48,202.400355
-275512701366718.53,48,202.689105
-57983392921446.57,48,202.978348
-632206694006153.8,48,203.278917
-209744338882410.78,48,203.561352
-676098919224487.9,48,203.842131
-74374963294828.62,48,204.132895
-192316395359460.84,48,204.411496
-1354764356659639.8,48,204.698149
-922938121180360.2,48,204.987304
-391589276833583.4,48,205.273725
-124841840057227.47,48,205.552033
-405445965125985.8,48,205.84776
-549891156450644.25,48,206.127588
-96837319805809.45,48,206.425672
-2398035370663166.0,48,206.718702
-304555236201805.4,48,207.006013
-4827157234059124.0,48,207.295712
-1142570010626125.5,48,207.574954
-1027332566865893.9,48,207.861403
-229307358627257.22,48,208.136247
-2071155724485639.5,48,208.416059
-3018723790001142.0,48,208.687957
-1716933571507793.2,48,208.969272
-427346163298948.7,48,209.251017
-2544062256902158.5,48,209.522564
-82556939907424.19,48,209.796875
-319776823922438.9,48,210.075884
-102272270012208.31,48,210.348675
-81680718244368.47,48,210.621061
-6274818404231938.0,48,210.898593
-840078020659706.1,48,211.178537
-70621555251665.94,48,211.453943
-285778100437231.56,48,211.72798
-4613471429334470.0,48,212.007778
-1223998164619534.5,48,212.294448
-53545240610176.305,48,212.609508
-3731237651106501.5,48,212.893501
-424987023282445.06,48,213.177681
-164900960110336.38,48,213.476563
-69100348897538.34,48,213.758418
-192051837742168.75,48,214.045938
-95255261639135.95,48,214.329678
-326250918175225.0,48,214.61572
-280104551083772.47,48,214.901223
-1704110089439000.5,48,215.189918
-171001230707395.75,48,215.47848
-76727903302015.23,48,215.760034
-1978637895365563.8,48,216.038967
-151570105233361.16,48,216.316897
-90102457718125.31,48,216.594706
-505427716587884.3,48,216.898109
-78662741421542.86,48,217.186182
-187475212205331.2,48,217.467589
-496016190159434.9,48,217.767072
-5330104926911147.0,48,218.052649
-1467179611292390.0,48,218.338627
-796798404196323.9,48,218.630508
-622602311429851.8,48,218.89861
-5017967982211569.0,48,219.17887
-483725139953538.44,48,219.455271
-144915831341524.1,48,219.748125
-690422392071217.5,48,220.033303
-562613231363344.1,48,220.316489
-152993261668208.3,48,220.594367
-1.1947029964313106e+16,48,220.892225
-120660555184749.72,48,221.168263
-95783522136388.06,48,221.445362
-218717784363565.9,48,221.720023
-911226784003229.2,48,221.993522
-1534190031811100.8,48,222.270396
-786989220248347.6,48,222.551946
-302852393159425.1,48,222.82605
-469149451240871.4,48,223.097592
-395894771350829.2,48,223.372705
-273095225918904.44,48,223.661882
-2531284523978691.0,48,223.934791
-170737490950253.75,48,224.221599
-177447623760980.9,48,224.521191
-141065554605527.75,48,224.801802
-44881658660604.39,48,225.082689
-289022638348102.25,48,225.368927
-2146527760875953.2,48,225.658047
-883214894688645.2,48,225.947061
-677967792379622.1,48,226.239082
-206440580265334.9,48,226.532917
-873051391799715.5,48,226.815532
-529273581635410.8,48,227.113512
-129287175409633.86,48,227.401928
-107713386981186.33,48,227.681184
-839564973187530.9,48,227.960444
-1516546697889823.2,48,228.242266
-1789735864858652.5,48,228.528459
-114240090820840.64,48,228.824534
-301811603091011.75,48,229.108778
-6283381043867568.0,48,229.398935
-747870729695760.9,48,229.684123
-577060546239635.9,48,229.962937
-299018330769933.44,48,230.250012
-331112935542069.4,48,230.530982
-133775048828052.36,48,230.827891
-209097675575635.3,48,231.121096
-193911154558612.03,48,231.407316
-249944351649386.28,48,231.700597
-174687330855891.53,48,231.988508
-227280272993367.9,48,232.272063
-814517201153561.8,48,232.554122
-85676335758089.31,48,232.838165
-657944587810666.8,48,233.127115
-2091893493407755.5,48,233.415098
-356486815515405.7,48,233.701788
-3170477131097113.5,48,233.987123
-531473915438370.25,48,234.27602
-263334967586300.06,48,234.554375
-1490396512631441.8,48,234.843735
-469894497765001.3,64,235.411824
-813829694868483.9,48,235.693585
-354530324571187.94,48,235.978086
-370021852311814.75,48,236.26123
-299921118814240.56,48,236.545892
